EmpID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,AgeGroup,SalarySlab
RM869,28,No,Travel_Rarely,Research & Development,19,Medical,4,Male,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,6,2,3,6,5,3,26-35,Upto 5k
RM1415,47,No,Travel_Rarely,Research & Development,25,Medical,1,Male,Healthcare Representative,3,Single,8633,13084,2,No,23,4,2,25,3,3,17,14,12,46-55,5k-10k
RM205,38,Yes,Travel_Rarely,Research & Development,29,Medical,2,Male,Healthcare Representative,1,Married,6673,11354,7,Yes,19,3,2,17,2,3,1,0,0,36-45,5k-10k
RM1289,35,No,Non_Travel,Research & Development,2,Medical,2,Male,Manufacturing Director,4,Divorced,5762,24442,2,No,14,3,3,15,6,3,7,7,1,26-35,5k-10k
RM1284,28,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,Research Scientist,4,Married,2044,5531,1,No,11,3,3,5,6,4,5,3,0,26-35,Upto 5k
RM150,19,No,Travel_Rarely,Research & Development,3,Medical,2,Female,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,1,3,3,1,0,0,18-25,Upto 5k
RM821,35,No,Travel_Frequently,Sales,11,Marketing,4,Male,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,5,3,3,5,2,0,26-35,Upto 5k
RM608,49,Yes,Travel_Rarely,Sales,11,Marketing,3,Female,Sales Executive,4,Married,7654,5860,1,No,18,3,1,9,3,4,9,8,7,46-55,5k-10k
RM867,40,No,Travel_Frequently,Sales,2,Medical,2,Male,Sales Executive,2,Married,4327,25440,5,No,12,3,4,5,2,3,0,0,0,36-45,Upto 5k
RM683,32,No,Non_Travel,Research & Development,1,Life Sciences,3,Female,Laboratory Technician,2,Married,2332,3974,6,No,20,4,3,5,3,3,3,0,0,26-35,Upto 5k
RM766,38,No,Travel_Frequently,Research & Development,3,Other,3,Male,Research Scientist,3,Married,2821,2997,3,No,16,3,1,8,2,3,2,2,2,36-45,Upto 5k
RM680,31,No,Non_Travel,Sales,20,Marketing,4,Female,Sales Executive,3,Married,6932,24406,1,No,13,3,4,9,2,2,9,8,0,26-35,5k-10k
RM116,37,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,Sales Executive,4,Single,7428,14506,2,No,12,3,1,12,3,3,5,3,1,36-45,5k-10k
RM1188,38,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,Research Scientist,4,Married,4735,9867,7,No,15,3,4,19,4,4,13,11,2,36-45,Upto 5k
RM341,37,No,Travel_Rarely,Research & Development,5,Medical,4,Male,Manufacturing Director,4,Divorced,6347,23177,7,No,16,3,3,8,2,2,6,2,0,36-45,5k-10k
RM1063,44,No,Travel_Frequently,Research & Development,2,Medical,2,Male,Manufacturing Director,3,Single,10209,19719,5,Yes,18,3,2,16,2,2,2,2,2,36-45,10k-15k
RM1300,40,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Healthcare Representative,4,Divorced,6513,9060,4,No,17,3,4,12,3,3,5,3,0,36-45,5k-10k
RM1458,40,No,Travel_Rarely,Research & Development,2,Medical,3,Female,Research Scientist,3,Married,2001,12549,2,No,14,3,2,20,2,3,5,3,0,36-45,Upto 5k
RM195,45,No,Non_Travel,Research & Development,2,Medical,1,Male,Manager,4,Married,16792,20462,9,No,23,4,4,22,1,3,20,8,11,36-45,15k+
RM067,36,No,Travel_Frequently,Research & Development,11,Life Sciences,2,Male,Manufacturing Director,2,Single,6499,22656,1,No,13,3,3,6,3,3,6,5,0,36-45,5k-10k
RM674,33,No,Travel_Rarely,Research & Development,1,Other,3,Male,Research Scientist,1,Single,2799,3339,3,Yes,11,3,2,6,1,3,3,2,0,26-35,Upto 5k
RM250,45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,9,1,3,3,2,0,36-45,5k-10k
RM923,44,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Manager,1,Divorced,19190,17477,1,No,14,3,4,26,4,2,25,9,14,36-45,15k+
RM1457,35,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,Healthcare Representative,3,Married,5689,24594,1,Yes,14,3,4,10,2,4,10,2,0,26-35,5k-10k
RM989,41,No,Travel_Frequently,Research & Development,22,Life Sciences,4,Female,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,12,4,2,6,2,3,36-45,5k-10k
RM1114,32,No,Non_Travel,Research & Development,1,Technical Degree,4,Male,Research Scientist,1,Married,4087,25174,4,No,14,3,2,9,3,2,6,5,1,26-35,Upto 5k
RM979,40,No,Travel_Rarely,Research & Development,2,Medical,2,Female,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,15,0,3,12,11,11,36-45,5k-10k
RM792,35,Yes,Travel_Rarely,Sales,4,Technical Degree,4,Male,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,9,2,3,8,7,4,26-35,5k-10k
RM1197,41,No,Travel_Rarely,Sales,23,Life Sciences,4,Male,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,21,2,3,2,0,0,36-45,5k-10k
RM1377,38,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,Research Scientist,4,Divorced,4771,14293,2,No,19,3,4,10,0,4,5,2,0,36-45,Upto 5k
RM725,24,No,Travel_Rarely,Research & Development,17,Medical,4,Female,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,5,6,3,4,2,3,18-25,Upto 5k
RM524,50,No,Travel_Rarely,Research & Development,28,Medical,4,Male,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,20,3,3,20,8,3,46-55,Upto 5k
RM1089,42,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Laboratory Technician,2,Married,4841,24052,4,No,14,3,2,4,3,3,1,0,0,36-45,Upto 5k
RM266,29,No,Travel_Rarely,Sales,2,Medical,1,Male,Sales Executive,2,Married,6644,3687,2,No,19,3,2,10,2,3,0,0,0,26-35,5k-10k
RM049,46,No,Travel_Frequently,Sales,5,Marketing,1,Male,Sales Executive,4,Single,5772,20445,4,Yes,21,4,3,14,4,3,9,6,0,46-55,5k-10k
RM889,35,No,Non_Travel,Sales,8,Marketing,3,Female,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,16,6,2,13,2,4,26-35,10k-15k
RM1348,36,No,Travel_Frequently,Human Resources,2,Human Resources,2,Male,Human Resources,4,Single,3886,4223,1,No,21,4,4,10,2,2,10,1,0,36-45,Upto 5k
RM082,35,No,Travel_Rarely,Research & Development,1,Medical,2,Male,Research Scientist,3,Single,2859,26278,1,No,18,3,1,6,3,3,6,4,0,26-35,Upto 5k
RM1311,58,No,Travel_Frequently,Research & Development,15,Life Sciences,1,Male,Research Director,3,Married,15787,21624,2,Yes,14,3,2,23,3,3,2,2,2,55+,15k+
RM500,33,No,Travel_Rarely,Sales,8,Marketing,3,Male,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,6,3,3,5,0,1,26-35,5k-10k
RM096,54,No,Travel_Rarely,Research & Development,2,Technical Degree,1,Female,Research Director,3,Married,13549,24001,9,No,12,3,1,16,5,1,4,3,0,46-55,10k-15k
RM1308,28,No,Travel_Rarely,Research & Development,1,Medical,3,Female,Research Scientist,1,Married,3591,12719,1,No,25,4,3,3,3,3,3,2,1,26-35,Upto 5k
RM401,39,No,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,21,3,3,21,8,1,36-45,15k+
RM022,36,Yes,Travel_Rarely,Sales,9,Life Sciences,3,Male,Sales Representative,1,Single,3407,6986,7,No,23,4,2,10,4,3,5,3,0,36-45,Upto 5k
RM019,53,No,Travel_Rarely,Sales,2,Life Sciences,1,Female,Manager,4,Married,15427,22021,2,No,16,3,3,31,3,3,25,8,3,46-55,15k+
RM699,35,No,Travel_Rarely,Sales,18,Medical,3,Female,Sales Executive,3,Married,4601,6179,1,No,16,3,2,5,3,3,5,2,1,26-35,Upto 5k
RM797,25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,4,Male,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,7,3,4,7,7,5,18-25,Upto 5k
RM319,27,No,Travel_Rarely,Research & Development,5,Life Sciences,3,Female,Research Scientist,2,Single,2478,20938,1,Yes,12,3,2,4,2,2,4,3,1,26-35,Upto 5k
RM1039,48,No,Travel_Rarely,Sales,7,Marketing,3,Male,Sales Executive,1,Married,5486,24795,4,No,11,3,1,15,3,3,2,2,2,46-55,5k-10k
RM645,31,No,Travel_Rarely,Research & Development,11,Life Sciences,4,Male,Research Scientist,4,Married,2356,14871,3,Yes,19,3,2,8,2,3,6,4,0,26-35,Upto 5k
RM859,53,No,Travel_Rarely,Research & Development,7,Medical,4,Female,Manager,3,Married,18606,18640,3,No,18,3,2,26,6,3,7,7,4,46-55,15k+
RM065,36,No,Travel_Rarely,Research & Development,8,Technical Degree,3,Female,Healthcare Representative,3,Divorced,10096,8202,1,No,13,3,2,17,2,3,17,14,12,36-45,10k-15k
RM1332,48,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,Research Director,2,Married,19665,13583,4,No,12,3,4,29,3,3,22,10,12,46-55,15k+
RM1393,35,No,Travel_Rarely,Sales,7,Life Sciences,3,Female,Sales Executive,4,Married,5204,13586,1,Yes,11,3,4,10,2,3,10,8,0,26-35,5k-10k
RM071,59,No,Travel_Frequently,Sales,1,Life Sciences,1,Female,Sales Executive,3,Single,5473,24668,7,No,11,3,4,20,2,2,4,3,1,55+,5k-10k
RM1195,47,No,Travel_Rarely,Sales,2,Life Sciences,2,Female,Manager,2,Married,15972,21086,6,No,14,3,3,29,2,3,3,2,1,46-55,15k+
RM523,37,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,Research Scientist,4,Single,4680,15232,3,No,17,3,1,4,2,3,1,0,0,36-45,Upto 5k
RM558,35,No,Non_Travel,Research & Development,2,Life Sciences,4,Female,Healthcare Representative,1,Divorced,5093,4761,2,No,11,3,1,16,2,4,1,0,0,26-35,5k-10k
RM1066,55,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,Healthcare Representative,3,Married,4035,16143,0,Yes,16,3,2,4,2,3,3,2,1,46-55,Upto 5k
RM709,36,No,Non_Travel,Sales,8,Technical Degree,1,Male,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,12,3,3,7,7,0,36-45,5k-10k
RM050,35,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,Laboratory Technician,4,Married,2269,4892,1,No,19,3,4,1,2,3,1,0,0,26-35,Upto 5k
RM631,22,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Manufacturing Director,4,Married,4775,19146,6,No,22,4,1,4,2,1,2,2,2,18-25,Upto 5k
RM649,37,No,Travel_Frequently,Sales,21,Medical,3,Female,Sales Representative,4,Married,2973,21222,5,No,15,3,2,10,3,3,5,4,0,36-45,Upto 5k
RM298,35,No,Travel_Rarely,Sales,16,Marketing,3,Male,Sales Executive,2,Married,8020,5100,0,No,15,3,3,12,3,2,11,9,6,26-35,5k-10k
RM343,31,No,Travel_Rarely,Research & Development,7,Medical,3,Female,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,3,11,2,2,11,9,4,26-35,5k-10k
RM1139,50,No,Travel_Frequently,Research & Development,20,Medical,2,Male,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,32,3,3,30,8,12,46-55,10k-15k
RM756,45,No,Travel_Rarely,Sales,11,Life Sciences,4,Female,Manager,4,Married,17650,5404,3,No,13,3,2,26,4,4,9,3,1,36-45,15k+
RM493,48,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manager,1,Married,15402,17997,7,No,11,3,1,21,3,1,3,2,0,46-55,15k+
RM1222,45,No,Non_Travel,Research & Development,1,Life Sciences,3,Male,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,25,3,2,23,15,14,36-45,10k-15k
RM1386,34,No,Travel_Rarely,Sales,13,Medical,4,Male,Sales Executive,3,Divorced,8628,22914,1,No,18,3,3,9,2,2,8,7,1,26-35,5k-10k
RM1281,37,No,Travel_Rarely,Human Resources,8,Other,3,Male,Human Resources,2,Divorced,4071,12832,2,No,13,3,3,19,4,2,10,0,4,36-45,Upto 5k
RM773,56,No,Travel_Frequently,Research & Development,9,Medical,1,Female,Research Scientist,3,Married,2942,12154,2,No,19,3,2,18,4,3,5,4,0,55+,Upto 5k
RM140,30,No,Travel_Rarely,Human Resources,9,Human Resources,3,Male,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,12,2,1,11,9,4,26-35,5k-10k
RM042,27,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,Laboratory Technician,1,Divorced,2341,19715,1,No,13,3,4,1,6,3,1,0,0,26-35,Upto 5k
RM1106,33,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,Sales Executive,1,Married,6392,10589,2,No,13,3,4,8,6,1,2,2,2,26-35,5k-10k
RM213,27,No,Travel_Frequently,Sales,20,Life Sciences,4,Female,Sales Executive,3,Single,9981,12916,1,No,14,3,4,7,2,3,7,7,0,26-35,5k-10k
RM586,23,Yes,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,Laboratory Technician,1,Married,1601,3445,1,Yes,21,4,3,1,2,3,0,0,0,18-25,Upto 5k
RM474,49,No,Travel_Rarely,Research & Development,18,Life Sciences,4,Male,Research Director,3,Married,19502,2125,1,Yes,17,3,3,31,5,3,31,9,0,46-55,15k+
RM1120,38,No,Travel_Rarely,Sales,14,Life Sciences,3,Male,Sales Executive,2,Married,9924,12355,0,No,11,3,4,10,3,3,9,8,7,36-45,5k-10k
RM478,50,No,Travel_Frequently,Human Resources,3,Medical,1,Male,Manager,2,Married,18200,7999,1,No,11,3,3,32,2,3,32,5,10,46-55,15k+
RM1064,29,No,Travel_Rarely,Sales,19,Life Sciences,3,Male,Sales Executive,3,Divorced,8620,23757,1,No,14,3,3,10,3,3,10,7,0,26-35,5k-10k
RM255,29,No,Travel_Rarely,Sales,20,Marketing,4,Male,Sales Executive,4,Divorced,6931,10732,2,No,14,3,4,10,2,3,3,2,0,26-35,5k-10k
RM312,45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,24,2,3,24,9,9,36-45,5k-10k
RM1367,39,No,Non_Travel,Sales,21,Life Sciences,1,Female,Sales Executive,3,Married,5736,3987,6,No,19,3,3,10,1,3,3,2,1,36-45,5k-10k
RM653,37,No,Non_Travel,Sales,19,Medical,1,Male,Sales Executive,2,Single,7642,4814,1,Yes,13,3,4,10,2,3,10,0,0,36-45,5k-10k
RM595,29,No,Travel_Rarely,Research & Development,23,Life Sciences,3,Male,Research Scientist,3,Married,2700,23779,1,No,24,4,3,10,3,3,10,7,0,26-35,Upto 5k
RM1285,39,No,Travel_Rarely,Research & Development,10,Medical,3,Male,Research Director,3,Single,13464,7914,7,No,21,4,3,9,3,3,4,3,2,36-45,10k-15k
RM1334,46,Yes,Travel_Rarely,Sales,10,Life Sciences,3,Female,Sales Executive,2,Married,7314,14011,5,No,21,4,3,14,2,3,8,7,0,46-55,5k-10k
RM1024,56,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,1,Married,2066,10494,2,No,22,4,4,5,3,4,3,2,1,55+,Upto 5k
RM161,22,No,Travel_Rarely,Research & Development,19,Medical,3,Male,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,6,3,2,2,2,18-25,Upto 5k
RM861,22,Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,5,3,0,0,0,18-25,Upto 5k
RM597,35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Scientist,3,Single,2506,13301,3,No,13,3,3,7,0,3,2,2,2,26-35,Upto 5k
RM1206,32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,1,2,3,1,0,0,26-35,Upto 5k
RM376,49,No,Travel_Rarely,Research & Development,7,Other,2,Male,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,26,2,3,5,2,0,46-55,10k-15k
RM199,38,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Manufacturing Director,3,Married,6553,7259,9,No,14,3,2,14,3,3,1,0,0,36-45,5k-10k
RM805,48,No,Non_Travel,Research & Development,1,Medical,1,Male,Manager,4,Single,16885,16154,2,No,22,4,3,27,3,2,5,4,2,46-55,15k+
RM644,42,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,17,1,2,5,3,1,36-45,5k-10k
RM1341,36,No,Travel_Rarely,Sales,10,Technical Degree,2,Female,Sales Executive,3,Married,5673,6060,1,Yes,13,3,1,10,4,3,10,9,1,36-45,5k-10k
RM175,45,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,9,3,4,5,4,0,36-45,5k-10k
RM641,24,No,Non_Travel,Research & Development,4,Life Sciences,1,Male,Laboratory Technician,4,Married,3162,10778,0,No,17,3,4,6,2,2,5,2,3,18-25,Upto 5k
RM633,42,No,Travel_Frequently,Research & Development,2,Medical,2,Male,Research Scientist,4,Single,2515,9068,5,Yes,14,3,4,8,2,3,2,1,2,36-45,Upto 5k
RM675,58,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Female,Healthcare Representative,2,Married,10552,9255,2,Yes,13,3,4,24,3,3,6,0,0,55+,10k-15k
RM036,43,No,Travel_Rarely,Research & Development,2,Medical,4,Female,Research Scientist,3,Divorced,2645,21923,1,No,12,3,4,6,3,2,5,3,1,36-45,Upto 5k
RM435,31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,13,6,4,13,8,0,26-35,10k-15k
RM325,30,No,Travel_Rarely,Research & Development,28,Medical,4,Female,Research Scientist,4,Married,5775,11934,1,No,13,3,4,11,2,3,10,8,1,26-35,5k-10k
RM467,41,No,Travel_Rarely,Sales,2,Life Sciences,2,Female,Manager,1,Married,16595,5626,7,No,16,3,2,22,2,3,18,16,11,36-45,15k+
RM439,35,No,Travel_Rarely,Research & Development,16,Life Sciences,4,Male,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,10,2,3,8,7,0,26-35,5k-10k
RM1403,31,No,Travel_Rarely,Research & Development,2,Medical,4,Female,Laboratory Technician,4,Divorced,1129,17536,1,Yes,11,3,3,1,4,3,1,0,0,26-35,Upto 5k
RM1236,46,No,Travel_Rarely,Sales,2,Life Sciences,3,Male,Sales Executive,4,Divorced,10368,5596,4,Yes,12,3,2,13,5,2,10,6,0,46-55,10k-15k
RM436,33,Yes,Travel_Rarely,Research & Development,15,Medical,2,Male,Manager,3,Married,13610,24619,7,Yes,12,3,4,15,2,4,7,6,7,26-35,10k-15k
RM787,27,No,Non_Travel,Research & Development,8,Life Sciences,1,Male,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,4,3,3,2,1,26-35,Upto 5k
RM1212,37,No,Travel_Frequently,Sales,1,Medical,3,Male,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,6,2,2,6,3,1,36-45,5k-10k
RM634,36,No,Travel_Rarely,Human Resources,8,Life Sciences,1,Male,Human Resources,1,Married,2342,8635,0,No,21,4,3,6,3,3,5,4,0,36-45,Upto 5k
RM109,25,No,Travel_Rarely,Research & Development,7,Medical,4,Male,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,3,2,2,2,18-25,Upto 5k
RM026,53,No,Travel_Rarely,Research & Development,5,Other,3,Female,Manager,3,Married,19094,10735,4,No,11,3,4,26,3,2,14,13,4,46-55,15k+
RM1029,41,No,Travel_Rarely,Research & Development,5,Medical,2,Male,Research Scientist,3,Married,2127,5561,2,Yes,12,3,1,7,5,2,4,2,0,36-45,Upto 5k
RM1254,33,No,Non_Travel,Sales,2,Marketing,4,Female,Sales Executive,2,Single,5147,10697,8,No,15,3,4,13,2,2,11,7,1,26-35,5k-10k
RM372,29,No,Travel_Rarely,Research & Development,23,Life Sciences,4,Male,Research Scientist,4,Single,2201,18168,9,No,16,3,4,6,4,3,3,2,1,26-35,Upto 5k
RM686,26,No,Travel_Frequently,Sales,1,Medical,3,Male,Sales Executive,1,Single,4294,11148,1,No,12,3,2,7,2,3,7,7,0,26-35,Upto 5k
RM480,24,Yes,Travel_Frequently,Research & Development,7,Life Sciences,1,Female,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,6,4,3,6,3,1,18-25,Upto 5k
RM1110,30,No,Travel_Rarely,Sales,29,Technical Degree,3,Male,Sales Executive,2,Married,9250,17799,3,No,12,3,2,9,3,3,4,2,1,26-35,5k-10k
RM1186,43,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,Research Director,3,Married,17603,3525,1,No,24,4,1,14,3,3,14,10,6,36-45,15k+
RM971,27,No,Travel_Rarely,Sales,11,Medical,3,Female,Sales Representative,4,Married,2534,6527,8,No,14,3,2,5,4,3,1,0,0,26-35,Upto 5k
RM1274,22,Yes,Travel_Rarely,Research & Development,8,Medical,3,Female,Laboratory Technician,1,Married,2398,15999,1,Yes,17,3,3,1,6,3,1,0,0,18-25,Upto 5k
RM345,35,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,Manufacturing Director,2,Single,8095,18264,0,No,13,3,4,17,5,3,16,6,0,26-35,5k-10k
RM510,33,No,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,Healthcare Representative,4,Divorced,7725,5335,3,No,23,4,3,15,2,1,13,11,4,26-35,5k-10k
RM1363,45,No,Travel_Frequently,Research & Development,1,Medical,2,Male,Healthcare Representative,3,Single,5399,14511,4,No,12,3,3,12,3,3,4,2,0,36-45,5k-10k
RM1318,27,No,Travel_Frequently,Research & Development,5,Life Sciences,4,Female,Laboratory Technician,4,Single,2379,19826,0,Yes,14,3,3,6,3,2,5,4,0,26-35,Upto 5k
RM010,36,No,Travel_Rarely,Research & Development,27,Medical,3,Male,Healthcare Representative,3,Married,5237,16577,6,No,13,3,2,17,3,2,7,7,7,36-45,5k-10k
RM244,40,No,Travel_Rarely,Research & Development,24,Technical Degree,1,Male,Research Scientist,4,Divorced,3319,24447,1,No,17,3,1,9,3,3,9,8,4,36-45,Upto 5k
RM405,28,No,Travel_Rarely,Research & Development,17,Medical,3,Male,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,10,2,3,10,0,1,26-35,Upto 5k
RM300,51,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Manufacturing Director,2,Married,5482,16321,5,No,18,3,4,13,3,3,4,1,1,46-55,5k-10k
RM1129,36,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,9,3,3,3,2,0,36-45,5k-10k
RM1150,27,No,Travel_Rarely,Research & Development,19,Other,4,Male,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,7,3,3,7,7,0,26-35,Upto 5k
RM433,34,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,14,3,3,7,3,5,26-35,Upto 5k
RM1399,33,No,Travel_Frequently,Research & Development,7,Life Sciences,4,Male,Healthcare Representative,3,Divorced,5968,18079,1,No,20,4,3,9,2,3,9,7,2,26-35,5k-10k
RM390,37,No,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,18,2,2,1,0,0,36-45,Upto 5k
RM458,18,Yes,Travel_Frequently,Sales,5,Marketing,2,Male,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,3,3,0,0,0,18-25,Upto 5k
RM815,40,No,Travel_Rarely,Research & Development,14,Medical,3,Male,Research Director,3,Single,19626,17544,1,No,14,3,1,21,2,4,20,7,4,36-45,15k+
RM348,47,No,Travel_Frequently,Sales,4,Medical,2,Male,Sales Representative,3,Single,2976,25751,3,No,19,3,1,5,3,3,0,0,0,46-55,Upto 5k
RM346,23,No,Travel_Rarely,Research & Development,26,Life Sciences,3,Male,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,4,2,2,4,2,0,18-25,Upto 5k
RM380,55,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Manager,4,Single,16659,23258,2,Yes,13,3,3,30,2,3,5,4,1,46-55,15k+
RM261,32,No,Travel_Frequently,Research & Development,7,Life Sciences,2,Male,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,5,3,1,5,1,0,26-35,Upto 5k
RM121,30,No,Travel_Frequently,Research & Development,23,Life Sciences,1,Male,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,10,2,2,10,7,0,26-35,Upto 5k
RM1245,30,No,Travel_Frequently,Research & Development,2,Technical Degree,4,Female,Research Scientist,1,Single,4968,26427,0,No,16,3,4,10,2,3,9,7,0,26-35,Upto 5k
RM1255,49,No,Travel_Rarely,Sales,11,Marketing,4,Female,Sales Executive,4,Single,4507,8191,3,No,12,3,3,8,1,4,5,1,0,46-55,Upto 5k
RM1141,44,No,Travel_Rarely,Research & Development,7,Medical,2,Female,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,23,4,2,22,7,1,36-45,15k+
RM1416,33,No,Non_Travel,Research & Development,1,Medical,2,Male,Laboratory Technician,3,Divorced,2008,20439,1,No,12,3,3,1,2,2,1,1,0,26-35,Upto 5k
RM498,44,No,Travel_Rarely,Research & Development,3,Other,4,Male,Manager,4,Married,19513,9358,4,Yes,12,3,1,26,2,4,2,2,0,36-45,15k+
RM277,35,No,Travel_Rarely,Research & Development,22,Life Sciences,2,Female,Manager,2,Divorced,11996,19100,7,No,18,3,2,10,6,2,7,7,6,26-35,10k-15k
RM142,45,No,Travel_Rarely,Research & Development,29,Medical,3,Male,Research Scientist,4,Single,3452,9752,5,No,13,3,2,9,2,2,6,5,0,36-45,Upto 5k
RM882,32,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,10,2,3,8,7,0,26-35,Upto 5k
RM617,51,No,Travel_Rarely,Sales,26,Marketing,1,Female,Manager,3,Married,16307,5594,2,No,14,3,3,29,2,2,20,6,4,46-55,15k+
RM1320,32,No,Travel_Frequently,Sales,10,Marketing,4,Male,Sales Executive,4,Single,4648,26075,8,No,13,3,3,4,2,4,0,0,0,26-35,Upto 5k
RM1328,46,No,Travel_Rarely,Sales,3,Technical Degree,1,Female,Sales Executive,1,Divorced,13225,7739,2,No,12,3,4,25,5,3,19,17,2,46-55,10k-15k
RM354,37,No,Travel_Rarely,Research & Development,6,Medical,3,Male,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,13,2,3,7,7,6,36-45,5k-10k
RM907,34,No,Travel_Rarely,Research & Development,20,Technical Degree,3,Female,Research Scientist,3,Married,2585,21643,0,No,17,3,4,2,5,2,1,0,0,26-35,Upto 5k
RM1202,23,Yes,Travel_Rarely,Research & Development,8,Medical,4,Male,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,5,2,3,5,4,1,18-25,Upto 5k
